"Member","Fabric LATEST","Forge 1.12.2","Fabric 1.18.2","Forge 1.18.2"
"org.waveapi.api.items.block.MinecraftBlocks.STRIPPED_ACACIA_WOOD -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.STRIPPED_DARK_OAK_WOOD -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OAK_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SPRUCE_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BIRCH_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.JUNGLE_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ACACIA_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DARK_OAK_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.AZALEA_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.FLOWERING_AZALEA_LEAVES -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SPONGE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WET_SPONGE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LAPIS_ORE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DEEPSLATE_LAPIS_ORE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LAPIS_BLOCK -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DISPENSER -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SANDSTONE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CHISELED_SANDSTONE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CUT_SANDSTONE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.NOTE_BLOCK -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WHITE_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ORANGE_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.MAGENTA_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIGHT_BLUE_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.YELLOW_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIME_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PINK_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GRAY_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIGHT_GRAY_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CYAN_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PURPLE_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BLUE_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BROWN_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GREEN_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.RED_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BLACK_BED -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.POWERED_RAIL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DETECTOR_RAIL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.STICKY_PISTON -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.COBWEB -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GRASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.FERN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DEAD_BUSH -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SEAGRASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.TALL_SEAGRASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PISTON -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PISTON_HEAD -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WHITE_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ORANGE_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.MAGENTA_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIGHT_BLUE_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.YELLOW_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIME_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PINK_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GRAY_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIGHT_GRAY_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CYAN_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PURPLE_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BLUE_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BROWN_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GREEN_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.RED_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BLACK_WOOL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.MOVING_PISTON -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DANDELION -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.POPPY -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BLUE_ORCHID -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ALLIUM -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.AZURE_BLUET -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.RED_TULIP -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ORANGE_TULIP -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WHITE_TULIP -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PINK_TULIP -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OXEYE_DAISY -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CORNFLOWER -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WITHER_ROSE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LILY_OF_THE_VALLEY -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BROWN_MUSHROOM -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.RED_MUSHROOM -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GOLD_BLOCK -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.IRON_BLOCK -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BRICKS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.TNT -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BOOKSHELF -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.MOSSY_COBBLESTONE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OBSIDIAN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.TORCH -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WALL_TORCH -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.FIRE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SOUL_FIRE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SPAWNER -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OAK_STAIRS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CHEST -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.REDSTONE_WIRE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DIAMOND_ORE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DEEPSLATE_DIAMOND_ORE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DIAMOND_BLOCK -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CRAFTING_TABLE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WHEAT -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.FARMLAND -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.FURNACE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OAK_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SPRUCE_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BIRCH_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ACACIA_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.JUNGLE_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DARK_OAK_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OAK_DOOR -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LADDER -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.RAIL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.COBBLESTONE_STAIRS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OAK_WALL_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SPRUCE_WALL_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BIRCH_WALL_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ACACIA_WALL_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.JUNGLE_WALL_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DARK_OAK_WALL_SIGN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LEVER -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.STONE_PRESSURE_PLATE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.IRON_DOOR -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OAK_PRESSURE_PLATE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SPRUCE_PRESSURE_PLATE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BIRCH_PRESSURE_PLATE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.JUNGLE_PRESSURE_PLATE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ACACIA_PRESSURE_PLATE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DARK_OAK_PRESSURE_PLATE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.REDSTONE_ORE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.DEEPSLATE_REDSTONE_ORE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.REDSTONE_TORCH -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.REDSTONE_WALL_TORCH -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.STONE_BUTTON -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SNOW -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ICE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SNOW_BLOCK -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CACTUS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CLAY -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SUGAR_CANE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.JUKEBOX -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.OAK_FENCE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PUMPKIN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.NETHERRACK -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SOUL_SAND -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SOUL_SOIL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.BASALT -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.POLISHED_BASALT -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SOUL_TORCH -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.SOUL_WALL_TORCH -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GLOWSTONE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.NETHER_PORTAL -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CARVED_PUMPKIN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.JACK_O_LANTERN -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CAKE -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.REPEATER -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.WHITE_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.ORANGE_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.MAGENTA_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIGHT_BLUE_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.YELLOW_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIME_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.PINK_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.GRAY_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.LIGHT_GRAY_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
"org.waveapi.api.items.block.MinecraftBlocks.CYAN_STAINED_GLASS -> org.waveapi.api.items.block.WaveBlock","❌","❌","✅","❌"
